index,data,is_discord,cluster_belong
4944,4.87,N,7
4945,4.87,N,21
4946,4.9,N,27
4947,4.93,N,27
4948,4.96,N,8
4949,4.96,N,6
4950,4.95,N,10
4951,4.91,N,10
4952,4.83,N,20
4953,4.75,N,1
4954,4.72,N,1
4955,4.69,N,1
4956,4.7,N,7
4957,4.7,N,11
4958,4.68,N,11
4959,4.65,N,11
4960,4.61,N,21
4961,4.57,N,18
4962,4.55,N,18
4963,4.5,N,18
4964,4.48,N,18
4965,4.44,N,4
4966,4.44,N,4
4967,4.41,N,4
4968,4.37,N,7
4969,4.33,N,7
4970,4.3,N,7
4971,4.29,N,7
4972,4.32,N,7
4973,4.37,N,7
4974,4.4,N,7
4975,4.41,N,12
4976,4.44,N,6
4977,4.51,N,6
4978,4.6,N,6
4979,4.68,N,6
4980,4.73,N,17
4981,4.75,N,17
4982,4.79,N,17
4983,4.82,N,17
4984,4.88,N,5
4985,4.93,N,5
4986,4.95,N,5
4987,4.97,N,5
4988,4.98,N,5
4989,4.98,N,5
4990,4.99,N,5
4991,5,N,5
4992,5.02,N,5
4993,5.01,N,5
4994,5,N,5
4995,4.99,N,19
4996,4.99,N,1
4997,5,N,1
4998,5,N,1
4999,5,N,19
5000,5.01,N,19
5001,5.01,N,19
5002,5.03,N,19
5003,5.04,N,9
5004,5.04,N,9
5005,5.03,N,9
5006,5.02,N,9
5007,5.01,N,1
5008,5.02,N,2
5009,5.05,N,2
5010,5.04,N,2
5011,5.03,N,14
5012,5.02,N,2
5013,5.02,N,2
5014,5.03,N,2
5015,5.03,N,2
5016,5.03,N,4
5017,5.03,N,9
5018,5.03,N,4
5019,5.03,N,9
5020,5.05,N,11
5021,5.05,N,16
5022,5.04,N,22
5023,5.03,N,1
5024,5.01,N,0
5025,5.01,N,0
5026,5.04,N,0
5027,5.07,N,0
5028,5.08,N,9
5029,5.07,N,9
5030,5.07,N,9
5031,5.07,N,2
5032,5.06,N,16
5033,5.08,N,1
5034,5.09,N,6
5035,5.09,N,9
5036,5.09,N,14
5037,5.08,N,14
5038,5.1,N,22
5039,5.12,N,16
5040,5.12,N,16
5041,5.12,N,2
5042,5.1,N,19
5043,5.11,N,0
5044,5.13,N,9
5045,5.14,N,9
5046,5.13,N,9
5047,5.13,N,9
5048,5.12,N,9
5049,5.12,N,16
5050,5.13,N,1
5051,5.14,N,1
5052,5.15,N,19
5053,5.14,N,19
5054,5.14,N,13
5055,5.13,N,13
5056,5.14,N,9
5057,5.16,N,9
5058,5.17,N,9
5059,5.16,N,9
5060,5.16,N,2
5061,5.15,N,2
5062,5.15,N,14
5063,5.17,N,2
5064,5.16,N,2
5065,5.16,N,2
5066,5.13,N,2
5067,5.13,N,2
5068,5.15,N,26
5069,5.16,N,26
5070,5.16,N,26
5071,5.15,N,4
5072,5.12,N,26
5073,5.11,N,26
5074,5.12,N,1
5075,5.13,N,1
5076,5.12,N,3
5077,5.1,N,3
5078,5.09,N,3
5079,5.08,N,11
5080,5.08,N,11
5081,5.09,N,11
5082,5.08,N,3
5083,5.07,N,18
5084,5.05,N,4
5085,5.03,N,4
5086,5.04,N,4
5087,5.04,N,4
5088,5.02,N,4
5089,5.01,N,4
5090,5.01,N,4
5091,5.02,N,7
5092,5.03,N,7
5093,5.03,N,7
5094,5.02,N,17
5095,5.01,N,12
5096,5,N,7
5097,4.99,N,7
5098,4.99,N,7
5099,5,N,6
5100,5,N,7
5101,4.99,N,7
5102,4.99,N,7
5103,4.97,N,17
5104,4.97,N,7
5105,4.98,N,7
5106,4.98,N,7
5107,4.96,N,7
5108,4.97,N,7
5109,4.96,N,7
5110,4.98,N,7
5111,5,N,12
5112,4.99,N,7
5113,4.98,N,7
5114,4.97,N,15
5115,4.96,N,7
5116,4.97,N,7
5117,4.98,N,7
5118,4.98,N,7
5119,4.98,N,12
5120,4.95,N,17
5121,4.94,N,7
5122,4.96,N,7
5123,4.96,N,6
5124,4.96,N,20
5125,4.94,N,7
5126,4.94,N,7
5127,4.94,N,25
5128,4.95,N,7
5129,4.96,N,7
5130,4.95,N,7
5131,4.94,N,15
5132,4.93,N,15
5133,4.93,N,7
5134,4.94,N,7
5135,4.94,N,23
5136,4.92,N,23
5137,4.93,N,7
5138,4.93,N,7
5139,4.94,N,11
5140,4.93,N,11
5141,4.93,N,7
5142,4.92,N,7
5143,4.91,N,21
5144,4.91,N,21
5145,4.91,N,7
5146,4.91,N,7
5147,4.9,N,18
5148,4.89,N,18
5149,4.9,N,7
5150,4.89,N,7
5151,4.88,N,7
5152,4.89,N,7
5153,4.91,N,7
5154,4.89,N,7
5155,4.9,N,12
5156,4.9,N,12
5157,4.87,N,7
5158,4.88,N,7
5159,4.9,N,6
5160,4.9,N,6
5161,4.9,N,7
5162,4.89,N,7
5163,4.87,N,17
5164,4.89,N,17
5165,4.89,N,7
5166,4.9,N,7
5167,4.89,N,5
5168,4.87,N,7
5169,4.87,N,7
5170,4.89,N,7
5171,4.92,N,24
5172,4.92,N,12
5173,4.92,N,27
5174,4.92,N,27
5175,4.91,N,27
5176,4.91,N,15
5177,4.9,N,20
5178,4.91,N,20
5179,4.91,N,20
5180,4.89,N,0
5181,4.9,N,7
5182,4.91,N,7
5183,4.93,N,3
5184,4.92,N,27
5185,4.9,N,10
5186,4.89,N,10
5187,4.89,N,21
5188,4.92,N,1
5189,4.93,N,23
5190,4.92,N,6
5191,4.91,N,12
5192,4.91,N,15
5193,4.89,N,11
5194,4.9,N,0
5195,4.91,N,1
5196,4.92,N,21
5197,4.92,N,10
5198,4.93,N,27
5199,4.92,N,13
5200,4.94,N,9
5201,4.94,N,6
5202,4.94,N,6
5203,4.93,N,6
5204,4.92,N,16
5205,4.92,N,0
5206,4.93,N,1
5207,4.94,N,24
5208,4.94,N,0
5209,4.94,N,27
5210,4.92,N,13
5211,4.92,N,27
5212,4.93,N,2
5213,4.93,N,20
5214,4.93,N,23
5215,4.93,N,20
5216,4.92,N,4
5217,4.93,N,13
5218,4.92,N,11
5219,4.94,N,3
5220,4.93,N,3
5221,4.94,N,19
5222,4.92,N,13
5223,4.94,N,13
5224,4.93,N,14
5225,4.94,N,23
5226,4.95,N,23
5227,4.94,N,23
5228,4.93,N,9
5229,4.91,N,2
5230,4.92,N,2
5231,4.94,N,2
5232,4.94,N,2
5233,4.93,N,4
5234,4.92,N,13
5235,4.91,N,13
5236,4.92,N,25
5237,4.93,N,3
5238,4.95,N,20
5239,4.93,N,6
5240,4.93,N,10
5241,4.92,N,13
5242,4.91,N,25
5243,4.95,N,1
5244,4.95,N,3
5245,4.95,N,6
5246,4.93,N,21
5247,4.92,N,13
5248,4.92,N,11
5249,4.93,N,24
5250,4.94,N,23
5251,4.95,N,23
5252,4.94,N,8
5253,4.97,N,17
5254,4.99,N,11
5255,5.01,N,11
5256,5.02,N,22
5257,5.01,N,20
5258,5,N,0
5259,5,N,0
5260,5.02,N,14
5261,5.05,N,19
5262,5.06,N,24
5263,5.07,N,9
5264,5.09,N,5
5265,5.1,N,19
5266,5.12,N,16
5267,5.13,N,16
5268,5.15,N,9
5269,5.14,N,9
5270,5.14,N,9
5271,5.12,N,9
5272,5.13,N,1
5273,5.16,N,16
5274,5.16,N,9
5275,5.16,N,9
5276,5.11,N,19
5277,5.07,N,0
5278,5.04,N,0
5279,5.01,N,0
5280,4.97,N,2
5281,4.94,N,26
5282,4.87,N,26
5283,4.83,N,26
5284,4.83,N,26
5285,4.86,N,26
5286,4.89,N,26
5287,4.88,N,26
5288,4.87,N,26
5289,4.86,N,3
5290,4.87,N,3
5291,4.88,N,3
5292,4.87,N,3
5293,4.86,N,2
5294,4.84,N,2
5295,4.85,N,2
5296,4.88,N,11
5297,4.9,N,11
5298,4.87,N,11
5299,4.85,N,11
5300,4.84,N,8
5301,4.86,N,8
5302,4.87,N,6
5303,4.87,N,6
5304,4.89,N,22
5305,4.87,N,25
5306,4.85,N,17
5307,4.85,N,17
5308,4.87,N,0
5309,4.86,N,7
5310,4.87,N,1
5311,4.86,N,1
5312,4.85,N,21
5313,4.86,N,12
5314,4.87,N,12
5315,4.88,N,12
5316,4.88,N,6
5317,4.87,N,6
5318,4.86,N,6
5319,4.85,N,21
5320,4.84,N,1
5321,4.85,N,24
5322,4.84,N,4
5323,4.8,N,4
5324,4.79,N,11
5325,4.77,N,21
5326,4.79,N,11
5327,4.81,N,3
5328,4.81,N,18
5329,4.81,N,10
5330,4.8,N,8
5331,4.76,N,12
5332,4.67,N,4
5333,4.6,N,3
5334,4.58,N,23
5335,4.58,N,6
5336,4.6,N,7
5337,4.58,N,11
5338,4.58,N,11
5339,4.56,N,17
5340,4.5,N,7
5341,4.44,N,18
5342,4.4,N,21
5343,4.39,N,7
5344,4.38,N,7
5345,4.37,N,4
5346,4.33,N,18
5347,4.27,N,7
5348,4.24,N,7
5349,4.24,N,7
5350,4.23,N,7
5351,4.26,N,7
5352,4.3,N,7
5353,4.36,N,12
5354,4.38,N,12
5355,4.4,N,12
5356,4.46,N,7
5357,4.56,N,6
5358,4.63,N,6
5359,4.68,N,6
5360,4.71,N,5
5361,4.75,N,17
5362,4.8,N,17
5363,4.87,N,17
5364,4.89,N,5
5365,4.91,N,5
5366,4.92,N,5
5367,4.92,N,5
5368,4.94,N,5
5369,4.94,N,5
5370,4.95,N,5
5371,4.94,N,5
5372,4.94,N,5
5373,4.94,N,19
5374,4.96,N,19
5375,4.97,N,19
5376,4.97,N,19
5377,4.96,N,19
5378,4.97,N,19
5379,4.98,N,19
5380,4.97,N,19
5381,4.98,N,9
5382,4.97,N,9
5383,4.97,N,9
5384,4.98,N,9
5385,4.97,N,2
5386,4.98,N,2
5387,5,N,2
5388,4.97,N,2
5389,4.97,N,26
5390,4.96,N,26
5391,4.97,N,2
5392,4.99,N,2
5393,5.02,N,1
5394,5.02,N,26
5395,5,N,26
5396,5,N,26
5397,4.99,N,14
5398,5,N,3
5399,5.02,N,1
5400,5.02,N,1
5401,5.02,N,2
5402,5.01,N,11
5403,5.01,N,11
5404,5.02,N,11
5405,5.04,N,9
5406,5.05,N,6
5407,5.03,N,2
5408,5.04,N,2
5409,5.06,N,16
5410,5.07,N,24
5411,5.08,N,9
5412,5.07,N,9
5413,5.06,N,19
5414,5.06,N,16
5415,5.06,N,2
5416,5.09,N,2
5417,5.09,N,9
5418,5.09,N,9
5419,5.1,N,10
5420,5.09,N,10
5421,5.1,N,2
5422,5.11,N,9
5423,5.13,N,6
5424,5.13,N,6
5425,5.12,N,2
5426,5.12,N,19
5427,5.11,N,14
5428,5.13,N,14
5429,5.14,N,2
5430,5.15,N,9
5431,5.14,N,2
5432,5.13,N,2
5433,5.13,N,2
5434,5.14,N,2
5435,5.14,N,2
5436,5.14,N,2
5437,5.13,N,2
5438,5.12,N,2
5439,5.12,N,26
5440,5.12,N,26
5441,5.11,N,26
5442,5.11,N,26
5443,5.09,N,1
5444,5.09,N,1
5445,5.07,N,26
5446,5.07,N,26
5447,5.07,N,3
5448,5.07,N,3
5449,5.05,N,3
5450,5.04,N,3
5451,5.02,N,11
5452,5.02,N,11
5453,5.02,N,11
5454,5.01,N,11
5455,5.02,N,4
5456,5.01,N,4
5457,5,N,4
5458,4.99,N,4
5459,4.99,N,4
5460,4.99,N,4
5461,4.98,N,4
5462,4.98,N,4
5463,4.97,N,7
5464,4.98,N,7
5465,4.98,N,7
5466,4.99,N,7
5467,4.98,N,7
5468,4.97,N,7
5469,4.95,N,7
5470,4.96,N,7
5471,4.96,N,7
5472,4.97,N,7
5473,4.97,N,7
5474,4.95,N,7
5475,4.95,N,7
5476,4.95,N,7
5477,4.96,N,7
5478,4.95,N,7
5479,4.95,N,7
5480,4.95,N,7
5481,4.95,N,7
5482,4.95,N,7
5483,4.94,N,7
5484,4.94,N,7
5485,4.94,N,7
5486,4.92,N,7
5487,4.91,N,7
5488,4.93,N,7
5489,4.94,N,7
5490,4.93,N,7
5491,4.92,N,12
5492,4.91,N,12
5493,4.9,N,7
5494,4.91,N,7
5495,4.9,N,6
5496,4.9,N,6
5497,4.9,N,7
5498,4.92,N,7
5499,4.92,N,17
5500,4.91,N,17
5501,4.91,N,7
5502,4.91,N,7
5503,4.89,N,20
5504,4.88,N,20
5505,4.88,N,7
5506,4.88,N,7
5507,4.88,N,7
5508,4.87,N,7
5509,4.88,N,7
5510,4.88,N,7
5511,4.87,N,21
5512,4.87,N,21
5513,4.87,N,7
5514,4.87,N,7
5515,4.85,N,12
5516,4.84,N,12
5517,4.82,N,7
5518,4.84,N,7
5519,4.84,N,3
5520,4.84,N,3
5521,4.83,N,7
5522,4.83,N,7
5523,4.83,N,4
5524,4.83,N,4
5525,4.85,N,7
5526,4.85,N,12
5527,4.85,N,6
5528,4.84,N,6
5529,4.84,N,6
5530,4.84,N,6
5531,4.85,N,7
5532,4.83,N,7
5533,4.83,N,7
5534,4.84,N,17
5535,4.84,N,7
5536,4.85,N,7
5537,4.86,N,17
5538,4.84,N,27
5539,4.84,N,27
5540,4.84,N,27
5541,4.85,N,20
5542,4.85,N,20
5543,4.86,N,12
5544,4.86,N,12
5545,4.86,N,12
5546,4.84,N,15
5547,4.85,N,5
5548,4.86,N,0
5549,4.87,N,1
5550,4.89,N,19
5551,4.86,N,5
5552,4.85,N,27
5553,4.85,N,12
5554,4.85,N,23
5555,4.85,N,24
5556,4.87,N,20
5557,4.88,N,6
5558,4.87,N,16
5559,4.86,N,1
5560,4.87,N,13
5561,4.88,N,12
5562,4.87,N,10
5563,4.86,N,1
5564,4.86,N,21
5565,4.86,N,6
5566,4.85,N,24
5567,4.87,N,3
5568,4.87,N,18
5569,4.86,N,4
5570,4.86,N,13
5571,4.85,N,2
5572,4.87,N,8
5573,4.88,N,6
5574,4.88,N,9
5575,4.87,N,4
5576,4.86,N,12
5577,4.86,N,12
5578,4.88,N,24
5579,4.88,N,1
5580,4.87,N,6
5581,4.85,N,16
5582,4.86,N,0
5583,4.88,N,11
5584,4.89,N,0
5585,4.9,N,0
5586,4.89,N,10
5587,4.88,N,6
5588,4.86,N,27
5589,4.86,N,24
5590,4.86,N,1
5591,4.88,N,25
5592,4.88,N,1
5593,4.87,N,1
5594,4.86,N,13
5595,4.86,N,15
5596,4.87,N,3
5597,4.86,N,1
5598,4.86,N,6
5599,4.86,N,20
5600,4.86,N,21
5601,4.87,N,3
5602,4.88,N,17
5603,4.9,N,24
5604,4.89,N,12
5605,4.88,N,2
5606,4.86,N,1
5607,4.87,N,1
5608,4.88,N,1
5609,4.88,N,4
5610,4.88,N,23
5611,4.87,N,12
5612,4.86,N,11
5613,4.85,N,2
5614,4.88,N,2
5615,4.88,N,6
5616,4.88,N,6
5617,4.89,N,10
5618,4.86,N,10
5619,4.86,N,12
5620,4.88,N,25
5621,4.9,N,3
5622,4.89,N,22
5623,4.89,N,6
5624,4.9,N,15
5625,4.9,N,13
5626,4.93,N,14
5627,4.93,N,14
5628,4.94,N,12
5629,4.94,N,6
5630,4.93,N,9
5631,4.93,N,16
5632,4.98,N,5
5633,5.01,N,24
5634,5.04,N,9
5635,5.05,N,9
5636,5.05,N,5
5637,5.05,N,16
5638,5.06,N,1
5639,5.06,N,9
5640,5.08,N,5
5641,5.09,N,9
5642,5.09,N,19
5643,5.1,N,19
5644,5.11,N,19
5645,5.13,N,9
5646,5.13,N,9
5647,5.09,N,9
5648,5.05,N,19
5649,4.99,N,0
5650,4.95,N,2
5651,4.92,N,2
5652,4.9,N,2
5653,4.85,N,26
5654,4.83,N,26
5655,4.82,N,26
5656,4.82,N,26
5657,4.84,N,26
5658,4.83,N,26
5659,4.82,N,26
5660,4.82,N,26
5661,4.82,N,3
5662,4.84,N,3
5663,4.85,N,3
5664,4.83,N,3
5665,4.83,N,11
5666,4.81,N,11
5667,4.81,N,2
5668,4.81,N,2
5669,4.84,N,4
5670,4.83,N,4
5671,4.83,N,11
5672,4.81,N,11
5673,4.81,N,17
5674,4.82,N,11
5675,4.82,N,6
5676,4.82,N,6
5677,4.82,N,5
5678,4.82,N,8
5679,4.83,N,17
5680,4.81,N,17
5681,4.82,N,24
5682,4.83,N,12
5683,4.83,N,1
5684,4.82,N,5
5685,4.8,N,21
5686,4.81,N,0
5687,4.83,N,12
5688,4.85,N,23
5689,4.84,N,10
5690,4.81,N,27
5691,4.77,N,6
5692,4.76,N,2
5693,4.78,N,3
5694,4.8,N,20
5695,4.81,N,4
5696,4.8,N,10
5697,4.79,N,13
5698,4.78,N,13
5699,4.71,N,11
5700,4.63,N,3
5701,4.59,N,6
5702,4.56,N,21
5703,4.56,N,21
5704,4.56,N,11
5705,4.55,N,4
5706,4.5,N,18
5707,4.43,N,18
5708,4.39,N,18
5709,4.35,N,1
5710,4.35,N,8
5711,4.34,N,7
5712,4.29,N,4
5713,4.23,N,12
5714,4.19,N,4
5715,4.17,N,7
5716,4.18,N,7
5717,4.24,N,3
5718,4.29,N,3
5719,4.32,N,6
5720,4.34,N,12
5721,4.4,N,12
5722,4.51,N,12
5723,4.6,N,17
5724,4.63,N,6
5725,4.65,N,6
5726,4.7,N,6
5727,4.73,N,5
5728,4.8,N,17
5729,4.85,N,17
5730,4.89,N,17
5731,4.89,N,5
5732,4.9,N,5
5733,4.9,N,5
5734,4.92,N,5
5735,4.92,N,5
5736,4.93,N,5
5737,4.92,N,5
5738,4.93,N,5
5739,4.92,N,19
5740,4.93,N,19
5741,4.93,N,19
5742,4.93,N,19
5743,4.92,N,19
5744,4.91,N,19
5745,4.92,N,19
5746,4.94,N,19
5747,4.96,N,9
5748,4.95,N,9
5749,4.94,N,9
5750,4.93,N,9
5751,4.94,N,2
5752,4.96,N,1
5753,4.95,N,1
5754,4.94,N,1
5755,4.95,N,2
5756,4.95,N,14
5757,4.96,N,11
5758,4.95,N,14
5759,4.97,N,2
5760,4.95,N,2
5761,4.96,N,2
5762,4.97,N,2
5763,4.97,N,2
5764,4.98,N,9
5765,4.99,N,9
5766,4.98,N,9
5767,4.97,N,2
5768,4.96,N,16
5769,4.98,N,2
5770,4.99,N,1
5771,5.01,N,2
5772,5.03,N,19
5773,5.02,N,10
5774,5.02,N,13
5775,5.01,N,2
5776,5.01,N,9
5777,5.03,N,6
5778,5.03,N,9
5779,5.03,N,2
5780,5.04,N,2
5781,5.02,N,14
5782,5.03,N,14
5783,5.05,N,2
5784,5.04,N,2
5785,5.05,N,2
5786,5.04,N,2
5787,5.05,N,2
5788,5.05,N,2
5789,5.07,N,9
5790,5.09,N,9
5791,5.1,N,2
5792,5.09,N,2
5793,5.09,N,16
5794,5.11,N,16
5795,5.13,N,2
5796,5.12,N,2
5797,5.11,N,19
5798,5.1,N,19
5799,5.1,N,2
5800,5.11,N,2
5801,5.11,N,2
5802,5.1,N,2
5803,5.09,N,2
5804,5.07,N,26
5805,5.07,N,26
5806,5.09,N,26
5807,5.1,N,26
5808,5.1,N,26
5809,5.08,N,26
5810,5.07,N,26
5811,5.06,N,26
5812,5.06,N,3
5813,5.08,N,3
5814,5.08,N,3
5815,5.07,N,3
5816,5.06,N,11
5817,5.04,N,11
5818,5.04,N,11
5819,5.03,N,11
5820,5.02,N,4
5821,5,N,4
5822,4.99,N,4
5823,4.97,N,4
5824,5,N,11
5825,5.03,N,4
5826,5.02,N,4
5827,4.99,N,8
5828,4.95,N,8
5829,4.94,N,7
5830,4.96,N,7
5831,4.98,N,7
5832,4.96,N,20
5833,4.94,N,7
5834,4.93,N,7
5835,4.93,N,7
5836,4.93,N,7
5837,4.94,N,7
5838,4.92,N,7
5839,4.92,N,7
5840,4.92,N,21
5841,4.91,N,7
5842,4.91,N,7
5843,4.95,N,7
5844,4.94,N,12
5845,4.93,N,7
5846,4.93,N,7
5847,4.91,N,15
5848,4.92,N,1
5849,4.93,N,7
5850,4.92,N,7
5851,4.91,N,7
5852,4.88,N,7
5853,4.89,N,7
5854,4.92,N,7
5855,4.95,N,7
5856,4.93,N,6
5857,4.92,N,27
5858,4.91,N,27
5859,4.91,N,8
5860,4.9,N,25
5861,4.9,N,20
5862,4.89,N,20
5863,4.89,N,20
5864,4.89,N,7
5865,4.88,N,7
5866,4.86,N,7
5867,4.87,N,7
5868,4.89,N,21
5869,4.92,N,21
5870,4.93,N,10
5871,4.93,N,10
5872,4.9,N,12
5873,4.87,N,12
5874,4.85,N,23
5875,4.84,N,23
5876,4.83,N,1
5877,4.87,N,1
5878,4.89,N,11
5879,4.87,N,11
5880,4.84,N,12
5881,4.84,N,12
5882,4.84,N,21
5883,4.83,N,21
5884,4.86,N,6
5885,4.93,N,6
5886,4.96,N,12
5887,4.93,N,12
5888,4.88,N,17
5889,4.86,N,17
5890,4.86,N,1
5891,4.87,N,1
5892,4.88,N,1
5893,4.85,N,0
5894,4.81,N,7
5895,4.76,N,7
5896,4.78,N,12
5897,4.85,N,10
5898,4.9,N,6
5899,4.91,N,6
5900,4.85,N,6
5901,4.79,N,3
5902,4.79,N,25
5903,4.82,N,25
5904,4.88,N,4
5905,4.92,N,1
5906,4.93,N,15
5907,4.9,N,15
5908,4.88,N,15
5909,4.85,N,11
5910,4.81,N,0
5911,4.82,N,20
5912,4.84,N,0
5913,4.84,N,2
5914,4.84,N,27
5915,4.84,N,24
5916,4.85,N,24
5917,4.85,N,17
5918,4.84,N,8
5919,4.85,N,8
5920,4.92,N,1
5921,5.01,N,1
5922,5.02,N,22
5923,4.96,N,12
5924,4.89,N,9
5925,4.86,N,9
5926,4.89,N,0
5927,4.93,N,24
5928,4.96,N,2
5929,4.94,N,2
5930,4.91,N,9
5931,4.88,N,13
5932,4.9,N,26
5933,4.94,N,26
5934,4.94,N,1
5935,4.92,N,6
5936,4.91,N,3
5937,4.91,N,3
5938,4.89,N,25
5939,4.87,N,1
5940,4.87,N,1
5941,4.88,N,1
5942,4.87,N,21
5943,4.86,N,21
5944,4.88,N,11
5945,4.93,N,11
5946,5,N,12
5947,5.03,N,10
5948,5,N,8
5949,4.95,N,6
5950,4.91,N,16
5951,4.92,N,1
5952,4.92,N,4
5953,4.92,N,24
5954,4.9,N,0
5955,4.89,N,11
5956,4.9,N,11
5957,4.92,N,0
5958,4.92,N,27
5959,4.91,N,6
5960,4.9,N,10
5961,4.91,N,10
5962,4.93,N,8
5963,4.93,N,22
5964,4.93,N,6
5965,4.93,N,22
5966,4.93,N,22
5967,4.91,N,14
5968,4.9,N,0
5969,4.91,N,0
5970,4.91,N,0
5971,4.91,N,0
5972,4.91,N,21
5973,4.89,N,2
5974,4.9,N,2
5975,4.93,N,24
5976,4.95,N,6
5977,4.94,N,8
5978,4.93,N,8
5979,4.92,N,1
5980,4.94,N,22
5981,4.94,N,22
5982,4.92,N,1
5983,4.91,N,3
5984,4.92,N,0
5985,4.93,N,0
5986,4.92,N,11
5987,4.91,N,11
5988,4.9,N,2
5989,4.92,N,2
5990,4.9,N,18
5991,4.9,N,4
5992,4.9,N,4
5993,4.89,N,4
5994,4.89,N,4
5995,4.92,N,4
5996,4.96,N,22
5997,4.98,N,22
5998,4.97,N,15
5999,4.93,N,15
6000,4.88,N,14
6001,4.85,N,21
6002,4.89,N,7
6003,4.97,N,7
6004,5,N,23
6005,4.98,N,9
6006,4.93,N,17
6007,4.92,N,17
6008,4.93,N,8
6009,4.93,N,6
6010,4.9,N,1
6011,4.91,N,1
6012,4.91,N,1
6013,4.92,N,25
6014,4.94,N,7
6015,4.94,N,12
6016,4.92,N,15
6017,4.91,N,15
6018,4.92,N,15
6019,4.98,N,5
6020,4.97,N,19
6021,4.94,N,12
6022,4.93,N,12
6023,4.98,N,9
6024,5.04,N,9
6025,5.08,N,16
6026,5.07,N,16
6027,5.05,N,16
6028,5.03,N,16
6029,5.02,N,0
6030,5.04,N,0
6031,5.05,N,0
6032,5.07,N,0
6033,5.09,N,9
6034,5.11,N,9
6035,5.14,N,9
6036,5.14,N,9
6037,5.14,N,1
6038,5.11,N,1
6039,5.1,N,1
6040,5.12,N,1
6041,5.16,N,19
6042,5.16,N,19
6043,5.16,N,9
6044,5.17,N,3
6045,5.14,N,9
6046,5.11,N,2
6047,5.06,N,2
6048,5.03,N,2
6049,4.99,N,1
6050,4.95,N,2
6051,4.9,N,26
6052,4.88,N,4
6053,4.88,N,11
6054,4.88,N,26
6055,4.89,N,1
6056,4.88,N,8
6057,4.86,N,2
6058,4.85,N,1
6059,4.87,N,3
6060,4.89,N,4
6061,4.89,N,4
6062,4.86,N,3
6063,4.86,N,3
6064,4.86,N,3
6065,4.88,N,11
6066,4.9,N,2
6067,4.9,N,4
6068,4.87,N,12
6069,4.85,N,12
6070,4.87,N,11
6071,4.91,N,24
6072,4.92,N,6
6073,4.9,N,6
6074,4.86,N,8
6075,4.85,N,17
6076,4.86,N,17
6077,4.89,N,17
6078,4.88,N,25
6079,4.84,N,20
6080,4.81,N,7
6081,4.81,N,27
6082,4.84,N,7
6083,4.89,N,3
6084,4.89,N,12
6085,4.86,N,10
6086,4.85,N,10
6087,4.85,N,21
6088,4.89,N,15
6089,4.91,N,22
6090,4.87,N,6
6091,4.81,N,23
6092,4.8,N,0
6093,4.87,N,0
6094,4.97,N,0
6095,5.02,N,16
6096,5.01,N,27
6097,4.96,N,9
6098,4.88,N,27
6099,4.83,N,0
6100,4.8,N,1
6101,4.78,N,1
6102,4.77,N,20
6103,4.8,N,24
6104,4.78,N,3
6105,4.72,N,25
6106,4.66,N,25
6107,4.62,N,1
6108,4.6,N,21
6109,4.55,N,21
6110,4.49,N,21
6111,4.41,N,21
6112,4.37,N,18
6113,4.34,N,18
6114,4.32,N,18
6115,4.34,N,3
6116,4.35,N,11
6117,4.35,N,11
6118,4.39,N,11
6119,4.46,N,11
6120,4.51,N,12
6121,4.55,N,12
6122,4.6,N,12
6123,4.64,N,4
6124,4.69,N,6
6125,4.76,N,6
6126,4.87,N,6
6127,4.94,N,16
6128,4.92,N,17
6129,4.89,N,17
6130,4.88,N,17
6131,4.9,N,5
6132,4.91,N,5
6133,4.9,N,5
6134,4.9,N,5
6135,4.92,N,5
6136,4.95,N,5
6137,4.96,N,27
6138,4.93,N,27
6139,4.9,N,19
6140,4.89,N,19
6141,4.89,N,1
6142,4.92,N,1
6143,4.94,N,19
6144,4.96,N,19
6145,4.96,N,12
6146,4.94,N,12
6147,4.92,N,9
6148,4.91,N,9
6149,4.91,N,2
6150,4.94,N,2
6151,4.94,N,1
6152,4.94,N,2
6153,4.94,N,4
6154,4.93,N,4
6155,4.95,N,11
6156,4.95,N,2
6157,4.96,N,16
6158,4.97,N,16
6159,4.97,N,2
6160,4.99,N,2
6161,4.98,N,14
6162,4.97,N,14
6163,4.97,N,9
6164,4.98,N,2
6165,4.98,N,2
6166,4.99,N,16
6167,5,N,16
6168,4.99,N,2
6169,4.99,N,10
6170,4.98,N,9
6171,4.98,N,0
6172,4.97,N,2
6173,5,N,1
6174,5.02,N,9
6175,5,N,9
6176,4.98,N,26
6177,4.99,N,13
6178,5.05,N,19
6179,5.11,N,1
6180,5.08,N,1
6181,5.04,N,6
6182,5.03,N,9
6183,5.02,N,9
6184,5.04,N,2
6185,5.07,N,4
6186,5.09,N,2
6187,5.07,N,2
6188,5.07,N,2
6189,5.07,N,16
6190,5.08,N,26
6191,5.09,N,9
6192,5.08,N,9
6193,5.07,N,10
6194,5.08,N,1
6195,5.07,N,1
6196,5.07,N,24
6197,5.07,N,24
6198,5.08,N,2
6199,5.07,N,26
6200,5.06,N,0
6201,5.08,N,0
6202,5.09,N,2
6203,5.1,N,3
6204,5.07,N,10
6205,5.01,N,18
6206,4.98,N,4
6207,5.02,N,3
6208,5.06,N,1
6209,5.08,N,3
6210,5.04,N,11
6211,5.01,N,11
6212,5.02,N,13
6213,5.03,N,11
6214,5,N,0
6215,4.98,N,2
6216,4.97,N,6
6217,4.98,N,18
6218,5.01,N,18
